sentence_id,review_id,sentence,context_before,context_after,sentence_index,annotations_json,annotation_status,source_dataset,source_record_index
HTL_S0833,HTL_R06580,五、酒店零距离泳池房在你入住前一天是客满的，你预定的房间必须是前日客人退房后(入住1881半岛酒店客人享有住房保留到14:00退房的权利)才能提供给你。,没有一点不尊重你们，更谈不上出言不逊。,我们不可能会因为你的到来，而提前把前住店客人推至门外！,25,,unlabeled,ChnSentiCorp_htl_all,6580
HTL_S0834,HTL_R00890,"人家特地让我来表扬这里的,价格很便宜,服务很好.",,"房间很好,就是小了点.",0,,unlabeled,ChnSentiCorp_htl_all,890
HTL_S0835,HTL_R02473,环境不错，设施也相对齐全。,,菜肴也比较美味。,0,,unlabeled,ChnSentiCorp_htl_all,2473
HTL_S0836,HTL_R04623,楼道的拐弯茶几的烟灰缸上居然还放着火柴。,从楼道到客房，很多地方都让人感觉很舒适周到。,走廊两边的墙上，挂着当地风景名胜的照片和水墨山水画，不是仿制品。,3,,unlabeled,ChnSentiCorp_htl_all,4623
HTL_S0837,HTL_R07004,这里把我的遭遇简单描述，希望能给各位出行的朋友提供借鉴。,今年的5.1、10.1长假分别定了西安与重庆的如家，非常失望，如家简直无诚信可言。,5.1西安的如家严重超定，我们一行11人险些露宿街头，与酒店交涉了2个小时，原定的4间房，只拿到3间。,1,,unlabeled,ChnSentiCorp_htl_all,7004
HTL_S0838,HTL_R05932,"这次从火车站去省宾馆只有6元的路程,结果被兜拉了45分钟。","另外,与宾馆无关,长春出租车司机太坏了,表面热情背后狠斩,每次出差去都会遇到不愉快,投诉后也没有下文。",太损害长春形象了!,3,,unlabeled,ChnSentiCorp_htl_all,5932
HTL_S0839,HTL_R05326,酒店的处理态度我很反感！,千元丢了小事。,我强力告诉大家和提醒其他人不要到该酒店！,21,,unlabeled,ChnSentiCorp_htl_all,5326
HTL_S0840,HTL_R05796,卫浴品太旧给人感觉不爽，总之感觉不好，下次不会再住！！,入住期间居然不开空调，热得要死，刚好房间又向阳，期间打了几次电话，最后同价升级成单人套房，郁闷的心情总算好点！,,2,,unlabeled,ChnSentiCorp_htl_all,5796
HTL_S0841,HTL_R06622,"由于火车时间,不得不在早上六点到酒店,等到快八点才入住!",,好惨!,0,,unlabeled,ChnSentiCorp_htl_all,6622
HTL_S0842,HTL_R05347,我们诚挚地期待您下次光临我们酒店，我们将尽量满足您的订房需求。,本酒店10楼为无烟楼层客房，楼层及客房均设有明显无烟楼层标志。,,3,,unlabeled,ChnSentiCorp_htl_all,5347
HTL_S0843,HTL_R01222,位置便利，价格便宜，服务周到，环境幽美！,,谢谢！,0,,unlabeled,ChnSentiCorp_htl_all,1222
HTL_S0844,HTL_R06182,客房和前台服务都不错但酒店太陈旧，房间不如一般3星宾馆，阳台卫生间极小位置也不好，花园泳池都很小尤其要说的是酒店花园里的餐厅，叫东海渔家还是东海渔村的太黑了市场8元一斤的海瓜子，他卖50元一斤，还少秤味道也差一盘炒黄瓜要18元根本是露天排档的环境，桌子都脱漆摇晃了很过分,,,0,,unlabeled,ChnSentiCorp_htl_all,6182
HTL_S0845,HTL_R07604,房间设施陈旧而简陋，服务态度象国营企业，皮笑肉不笑的让人心寒。,作为一家4星级酒店，完全达不到要求。,餐厅的菜难吃而且贵。,1,,unlabeled,ChnSentiCorp_htl_all,7604
HTL_S0846,HTL_R06654,酒店的位置还比较方便，但是过于嘈杂，酒店的设施也太陈旧，大床和标准床无太大区别。,,,0,,unlabeled,ChnSentiCorp_htl_all,6654
HTL_S0847,HTL_R05737,最要命的是服务员没有经过训练，一点没有服务意识，态度恶劣！！！！！！！！,.,,7,,unlabeled,ChnSentiCorp_htl_all,5737
HTL_S0848,HTL_R06650,设施老旧，服务员素质不高借个勺子都要押金借伞也要押金服务员整理房间把遥控器卷到了被子里，晕宾馆反馈2008年5月13日：感谢您的点评。,,您入住的商务普房（装修较早的房型），酒店前述点评回复有很多涉及的地方，您可看看；押金确实造成您的不便，根据您的意见，我们已经修正，今后不再收取客人类似押金；服务员流动性较大，如何保持服务水平的稳定我们将努力做好。,0,,unlabeled,ChnSentiCorp_htl_all,6650
HTL_S0849,HTL_R01628,送餐服务太贵，超出这个档次的同类酒店。,环境很好，闹中取静。,,1,,unlabeled,ChnSentiCorp_htl_all,1628
HTL_S0850,HTL_R02917,但结帐时服务台年轻的工作人员显得经验不足.,"赞一下热水器,水量大,出水快!","另外,无人帮助提拿行李,无去机场的大巴.",5,,unlabeled,ChnSentiCorp_htl_all,2917
HTL_S0851,HTL_R02286,五一节去的，住的是家庭房，别的倒还可以，不过不知道为什么房间里蚊子特别多，全家被蚊子咬的伤痕累累，亲手消灭了3只蚊子，然后仔细察看了一下墙壁和家具，有好多陈年的血迹，估计是前几批住客消灭蚊子后留下的。,,在杭州户外两天都没有被蚊子咬，在这家宾馆一晚上咬得倒是挺多的。,0,,unlabeled,ChnSentiCorp_htl_all,2286
HTL_S0852,HTL_R00767,早餐种类挺多，旋转餐厅不错，交通方便。,房间设施陈旧，沙发大概是50年代的，卫生间很小。,,1,,unlabeled,ChnSentiCorp_htl_all,767
HTL_S0853,HTL_R06078,同样的钱我宁愿去开元的！,我以后绝对不会在住那里了！,总体来说就可以用一个字概括就是“差”,6,,unlabeled,ChnSentiCorp_htl_all,6078
HTL_S0854,HTL_R03040,房间环境服务都还不错，关键是价格很好，四星差不多。,,,0,,unlabeled,ChnSentiCorp_htl_all,3040
HTL_S0855,HTL_R06748,说实话连快捷酒店的标准都达不到，不知道为什么还收着4星的价格。,进去以后先入住的高层房间，很大的一股装修的味道，打电话到前台，换到6楼，倒是没有装修了，可是整个屋里都是厨房的味道。,一般酒店如果打电话到前台说一声都会免费延迟退房时间到下午2点，连5星的一般都可以，可是他们硬要收小时费，后来加了2小时，还多了不到10分钟也要再多算2小时的费用，找经理说了半天才免掉那几分钟。,4,,unlabeled,ChnSentiCorp_htl_all,6748
HTL_S0856,HTL_R05350,"国庆期间住过本酒店，我的评价就是""差,实在实际太差"".",,"第一:毛巾不仅仅是旧,而是破,有一个个洞洞.",0,,unlabeled,ChnSentiCorp_htl_all,5350
HTL_S0857,HTL_R06094,服务和设施都不值那个价钱.,这个酒店整体而已比较差.,晚上火车很吵.,3,,unlabeled,ChnSentiCorp_htl_all,6094
HTL_S0858,HTL_R01558,出行比较方便，房间也很安静，住徐家汇就住宛平。,,,0,,unlabeled,ChnSentiCorp_htl_all,1558
HTL_S0859,HTL_R01652,缺点就是房间设施相对较陈旧。,院内环境较好。,酒店用品显得有点旧。,2,,unlabeled,ChnSentiCorp_htl_all,1652
HTL_S0860,HTL_R06045,"只好回来找携程客服算帐,还好携程客服比较通融.",.,"酒店印象:3间房:2008,4002,5002(6人3间房还不挨着,晕......)房间门锁不是卡式,还是钥匙(钥匙?以前我只有住在招待所才用钥匙),房间整体装修感觉较旧,墙上有蚊子的标本,有饮水机,可以打到凉水(后来在博维大酒店就没饮水机,没凉水),浴室较小,浴缸较脏,还没有隔帘,热水还好,随时都有,4002马桶水箱按钮不能复位,每次要把水箱盖拿起来(走的时候和总台说了,不知道修没修),2008独立空调,4002,5002中央空调,5002中央空调冷气不行,大半夜3次打电话到总台都冷不起来,只好凌晨都挤到4002(严重影响4002客人休息!),3间房都没宽带,只有宽带线(没宽带有宽带线算怎麽回事儿???)带双早餐(鸡蛋,粥,花卷),还不能带回房,(有弟兄睡懒觉,结果只带回个鸡蛋),交通还好,到那里都方便,旁边有饭馆,也有药店,到海滩(体育基地)还得5公里左右.",7,,unlabeled,ChnSentiCorp_htl_all,6045
HTL_S0861,HTL_R02405,酒店的位置和服务都不错，但房间设施比较陈旧，离九州港很近，交通方便。,,适合一家人度假时入住。,0,,unlabeled,ChnSentiCorp_htl_all,2405
HTL_S0862,HTL_R03942,宾馆反馈2008年8月15日：非常感谢你的推荐，相信有了你的支持和认可我们的工作会做的更好！！！！,在此向各位会员推荐木棉花酒店。,期待您的下次光临！！,2,,unlabeled,ChnSentiCorp_htl_all,3942
HTL_S0863,HTL_R01994,酒店门口有公交车站，多路公交车经过；还有出租车在门口，打车也很方便。,我于4月底入住该酒店，整体来说该酒店超出我的预期。,酒店客房层设有中庭，宽敞明亮，让人感觉眼前一亮。,1,,unlabeled,ChnSentiCorp_htl_all,1994
HTL_S0864,HTL_R00924,"就是晚上到的时候，听到一帮子人在西餐厅吼卡拉ok,实在是太不雅了,也太扫兴了。",卫生间蛮宽敞，有淋浴房，也有浴缸，是分开的。,,1,,unlabeled,ChnSentiCorp_htl_all,924
HTL_S0865,HTL_R06559,很一般的酒店，不过汕尾也就这样的水平了，无奈,,,0,,unlabeled,ChnSentiCorp_htl_all,6559
HTL_S0866,HTL_R05833,"在张家界这个旅游热点城市但管理横乱的地方,凑合住了一夜---因为咱队其他地方也是不熟.","接线员说这是准四星,但只是准三星而已.",,2,,unlabeled,ChnSentiCorp_htl_all,5833
HTL_S0867,HTL_R04194,在北京CBD，还能找到300多元钱的套房式酒店真的太难了，房间干净、舒适，网线电脑都免费使用，客厅很大，可以招待朋友或商议事情！,,像我们这样经常在外出差的人能找到一家这样高型价比的酒店还真不容易！,0,,unlabeled,ChnSentiCorp_htl_all,4194
HTL_S0868,HTL_R07621,综合：不适合背包客或年轻人,就算我不睡觉的用也不值啊！,,2,,unlabeled,ChnSentiCorp_htl_all,7621
HTL_S0869,HTL_R06724,隔音效果太差，窗外空调机闹得一晚上没睡着觉，第二天就退店，换地方住了。,,,0,,unlabeled,ChnSentiCorp_htl_all,6724
HTL_S0870,HTL_R06471,就是靠服务员说几句你好就是管理？,真的差，这家酒店实在是服务有问题，说染头发掉色，弄脏了他的枕头，还问我要不要拿走（埋单），呵呵，住了那么多年酒店也是第一次，也不和他们说，你喜欢怎么扣就扣吧，以后不会再住如家，我第二天住了淄博饭店2天，也看到枕头有印，但是我告诉他们，他们说我们会帮您换上新的，这个我们会清洗了，实际上也住过如家几次，实际说真的，并不是非常理想，房间隔音差，管理参差不齐，酒店位置差，加上打的费用一样！,就是如家？,1,,unlabeled,ChnSentiCorp_htl_all,6471
HTL_S0871,HTL_R06137,设施太陈旧了，服务很差劲，态度恶劣。,,,0,,unlabeled,ChnSentiCorp_htl_all,6137
HTL_S0872,HTL_R06404,只是有个免费的停车场，也基本够大，每次过来停车比较方便。,我给我老家来的亲戚订的这个酒店，与我住的地方比较近，总天感觉酒店很一般。,,1,,unlabeled,ChnSentiCorp_htl_all,6404
HTL_S0873,HTL_R07066,这地方千万别去住了，绣花枕头一个。,,样子好看，。,0,,unlabeled,ChnSentiCorp_htl_all,7066
HTL_S0874,HTL_R05139,坐落在香港的老城区，可以体验香港居民生活，门口交通很方便，如果时间不紧，坐叮当车很好呀！,,周围有很多小餐馆，早餐就在中远后面的南北嚼吃的，东西很不错。,0,,unlabeled,ChnSentiCorp_htl_all,5139
HTL_S0875,HTL_R03831,这个酒店给人感觉不错，位置也比较好，硬件也不错，总体性价比较高，只是卧室如果有电视会感觉更好。,,,0,,unlabeled,ChnSentiCorp_htl_all,3831
HTL_S0876,HTL_R06758,得知没有后开始说帮我拿个冰箱上来，等了很久都没有，再次打电话后帮我拿了一包冰块上来。,介绍上说房间有冰箱，结果两间房都没有，因为有药需要冷藏打电话给客房服务问能不能帮我冰下，竟然反问我房间没有冰箱吗？,早餐是我这次旅行中最差的一次。,2,,unlabeled,ChnSentiCorp_htl_all,6758
HTL_S0877,HTL_R05865,房间的墙壁，厕所有点不干净。,此酒店位置太偏，附近没有商业网点，很不方便。,虽有早餐，但早上7点前不提供。,1,,unlabeled,ChnSentiCorp_htl_all,5865
HTL_S0878,HTL_R01323,服务员的态度非常好，而且因为离沟口很近，应该是去沟口游玩那几天的首选。,感觉床非常舒服，但是电视机有点落伍了，不是液晶的。,,2,,unlabeled,ChnSentiCorp_htl_all,1323
HTL_S0879,HTL_R07321,"唯一值得表扬的是服务人员反映还算快,有投诉能马上过来解释,他们能做的也只有解释,硬件的问题他们解决不了.","餐厅没有尝试,(协程总是贪污我们的早餐.我在协程订的房几乎没吃过免费早餐)所以没有评价6.",,20,,unlabeled,ChnSentiCorp_htl_all,7321
HTL_S0880,HTL_R02551,说是临湖实际离巢湖太远了.,,"不过总的来说,服务员的服务质量还是不错的,最好的是里面的餐饮,味道不错,比外面的饭店好吃",0,,unlabeled,ChnSentiCorp_htl_all,2551
HTL_S0881,HTL_R07289,请携程别为了回扣向我们推荐垃圾宾馆.,这样的宾馆四星级?,,2,,unlabeled,ChnSentiCorp_htl_all,7289
HTL_S0882,HTL_R00972,携程提供的离机场距离不对，应该至少20公里以上。,位置不错，离广场周边购物都近。,,2,,unlabeled,ChnSentiCorp_htl_all,972
HTL_S0883,HTL_R04641,离机场很近，15分钟，不到20块钱，可是离市区实在太远了，而且中间有段路蛮荒凉旁边有个易初莲花，还有个明珠广场，环境还是不错的，房间也行。,,携程的价格很没有竞争力，我和朋友同时入住，我的房价是548，朋友通过她公司预定，房价仅为410。,0,,unlabeled,ChnSentiCorp_htl_all,4641
HTL_S0884,HTL_R05871,打电话给前台提出需要修理，结果前台听不懂国语，于是很“自觉”的把电话转到了英文服务。,感觉很陈旧，不管什么卫生间也是像各位所说的，水池是坏的，下水速度很慢，花洒也不好用。,即使这样，最后也没有人来查看。,6,,unlabeled,ChnSentiCorp_htl_all,5871
HTL_S0885,HTL_R04625,"只是位置稍微不太好找,不过开车的话也无所谓了,好象广元的路也实在太难找了,比如去皇泽寺我都绕到了村里去了.","房间清洁,服务完善,而且价格还可以.",,1,,unlabeled,ChnSentiCorp_htl_all,4625
HTL_S0886,HTL_R03439,"酒店所处位置还可以,东营也就那么大,周围商店比较少,服务不错",,,0,,unlabeled,ChnSentiCorp_htl_all,3439
HTL_S0887,HTL_R03456,此宾馆十分气派，唯一美中不足的是，我去的那几天，从宾馆出来不容易打到车,,,0,,unlabeled,ChnSentiCorp_htl_all,3456
HTL_S0888,HTL_R07240,午饭想点菜，但被告知只有自助餐提供。,早餐很难吃也就罢了。,把浴巾放在浴缸里希望更换，晚上看到更换的浴巾上竟然有毛发。,3,,unlabeled,ChnSentiCorp_htl_all,7240
HTL_S0889,HTL_R07589,酒店比较旧，不符合四星标准，出行不是很方便。,,,0,,unlabeled,ChnSentiCorp_htl_all,7589
HTL_S0890,HTL_R06364,差的很，建议推出携程网推荐用户。,,强烈建议！！！！！！！！！！！！！！！,0,,unlabeled,ChnSentiCorp_htl_all,6364
HTL_S0891,HTL_R05627,"推荐天目湖宾馆,各方面设置比这家好多了.",,"值得推荐的是他们的餐厅还算过得去,鱼头还能吃吃.",0,,unlabeled,ChnSentiCorp_htl_all,5627
HTL_S0892,HTL_R00572,补充点评2008年5月26日：写错了，是四星级,地理位置还不错，比较好找，酒店的早茶还不错。,,2,,unlabeled,ChnSentiCorp_htl_all,572
HTL_S0893,HTL_R00811,酒店环境：5分，很有味道的芙蓉文化主题酒店，很有特色，个人很喜欢，就是作为4星级酒店来说服务态度稍微差了一点。,酒店地理位置：4分，地理位置一般，离火车站文殊院较近，出租车相对比较好叫，大约等5分钟左右。,,1,,unlabeled,ChnSentiCorp_htl_all,811
HTL_S0894,HTL_R07393,不建议大家住该酒店，我就是没有看网上点评，入住后很窝火。,,,0,,unlabeled,ChnSentiCorp_htl_all,7393
HTL_S0895,HTL_R02720,很好的酒店，设施和服务都让人满意，就是偏远了一点。,,,0,,unlabeled,ChnSentiCorp_htl_all,2720
HTL_S0896,HTL_R06494,"常住的房间也没什么好点评的那天我住的房间墙面太恶心了太脏了,房间设施还可以",,,0,,unlabeled,ChnSentiCorp_htl_all,6494
HTL_S0897,HTL_R02909,房间设施陈旧，酒店周围环境很好，服务很好，早餐很烂。,,,0,,unlabeled,ChnSentiCorp_htl_all,2909
HTL_S0898,HTL_R06681,一个很破，很古老的酒店，估计即将被淘汰，设施设备很差。,,,0,,unlabeled,ChnSentiCorp_htl_all,6681
HTL_S0899,HTL_R06745,携程的客服通过我手机向前台提出可以先办理手续让我入住，前台人员白眼一翻，然后告诉我，既然你要携程积分，那你慢慢等携程给我传真好了。,这个酒店是我去过的连锁酒店服务最差的一个，其原因是变相拒绝携程客户，明明有房间可以预定，一听说是要通过携程预定，立马变脸，就告诉你没有特价房间了，如果不通过携程，可以给我打折20元，看见我坚持要通过携程预定，就不怎么搭理人了。,我在大厅大概等了30分钟，然后才办理好房间。,1,,unlabeled,ChnSentiCorp_htl_all,6745
HTL_S0900,HTL_R01579,酒店非常的好，位子也还不错。,,楼上的餐厅可以看到很美的上海夜景非常喜欢，价格太高啦,0,,unlabeled,ChnSentiCorp_htl_all,1579
HTL_S0901,HTL_R04204,套房里还有免费软饮，免费洗衣(一定的金额内)，所以说还是物有所值。,入住的是商务套房，虽然没有协程上写的72平米那么大，但是52平米的布局和装修等等都非常得满意。,地方虽然不靠海，但是我住的32楼可以看到海，而且离青岛最有名的美食街云霄路可以不行，所以说虽然没有海边度假村的那么休闲，但是地理位置还是相当的不错。,1,,unlabeled,ChnSentiCorp_htl_all,4204
HTL_S0902,HTL_R05917,卫生间没有浴缸，早餐品种极少，酒店也只有一部电梯，很不方便，所以本来预订五天的，住了两天就退房了。,房间里竟然没有衣柜，没有袋泡茶，让人有些不习惯，但房间打扫得到是很干净，还有免费宽带。,,2,,unlabeled,ChnSentiCorp_htl_all,5917
HTL_S0903,HTL_R02650,去尖沙嘴的酒店巴士还算方便，酒店附近吃饭超级方便。,下次来应该还会考虑吧。,,2,,unlabeled,ChnSentiCorp_htl_all,2650
HTL_S0904,HTL_R05232,酒店的位置还是不错的，附近就有地铁站可通达各处，从机场过来想省钱的话坐A31就可以了，房间面积比较大，房间设施比较全，电吹风、电冰箱、保险箱、洗漱用品、面巾纸都有，关键是屋里有一个沙发床，带小童的话很方便。,,服务也很到位，整体来说性价比比较高。,0,,unlabeled,ChnSentiCorp_htl_all,5232
HTL_S0905,HTL_R06238,内部设施不人性化，尤其烧热水的设施明显接触不良，且他后面的插线板在下面，不方便使用。,卫生间特别小。,,1,,unlabeled,ChnSentiCorp_htl_all,6238
HTL_S0906,HTL_R00716,"酒店很旧海景别墅是木板地很响,白天房间很晒空调又不太制冷.",1号刚去过.,到处是蚊子.,1,,unlabeled,ChnSentiCorp_htl_all,716
HTL_S0907,HTL_R07657,",特价房里面居然有两扇门，虽然大不太，但也让你睡不好.",.,.,6,,unlabeled,ChnSentiCorp_htl_all,7657
HTL_S0908,HTL_R05661,"住去感不是那回事,很,不很干.",,"旁的海很,有大水往海注入水.",0,,unlabeled,ChnSentiCorp_htl_all,5661
HTL_S0909,HTL_R00850,把我订房的携程积分都弄丢了，呵呵，携程问过我好几次，很烦。,房间大，细节不好，住过上海新梅万豪，三亚万豪，这个万豪最差。,最后还是没用。,1,,unlabeled,ChnSentiCorp_htl_all,850
HTL_S0910,HTL_R05858,帮朋友预定了2个晚上的房间，第二天早上服务员竟然说没有定2个晚上，要求退房，而且态度极其不好，还我朋友担心，跟我电话联系很多次。,,,0,,unlabeled,ChnSentiCorp_htl_all,5858
HTL_S0911,HTL_R03808,早餐的小馄饨很好吃，特别推荐一下。,可能是使用时候稍长的原因，有些地方稍有些脏，比如地毯。,,2,,unlabeled,ChnSentiCorp_htl_all,3808
HTL_S0912,HTL_R06177,酒店非常一般，设施很老，位置也比较偏，严重不复合这个价位,,,0,,unlabeled,ChnSentiCorp_htl_all,6177
HTL_S0913,HTL_R05934,"很久了,想起基本上还是产生不了",,,0,,unlabeled,ChnSentiCorp_htl_all,5934
HTL_S0914,HTL_R01420,去年出差时就住过中州，当时带客户去的，感觉不错。,,所以今年出差又选这家了。,0,,unlabeled,ChnSentiCorp_htl_all,1420
HTL_S0915,HTL_R05832,在酒店的一家旅行社也很不正规。,早餐无法吃，餐具脏，食物差。,第二天立刻走人，心情差。,4,,unlabeled,ChnSentiCorp_htl_all,5832
HTL_S0916,HTL_R05439,定的是豪标的房间，等到了前台，居然说我没有预定，折腾了半天，郁闷，出差住酒店没有好的服务态度，真的很不爽，然后上楼，5楼，电梯不知道怎么坏掉了，问服务台怎么办，能不能修修，她冷冷的就一句：爬楼梯！,强烈不推荐。,我可是带着一个大行李的啊！,1,,unlabeled,ChnSentiCorp_htl_all,5439
HTL_S0917,HTL_R05837,所以，第二天我就另某住处了。,有意思的是，我想把行李寄存在酒店一下，那个问讯处的小姐就拿一张纸写了一个收条给我，连个正规点的单据也没有，可见管理的不足，也不知道怎么评上四星的。,,6,,unlabeled,ChnSentiCorp_htl_all,5837
HTL_S0918,HTL_R06020,非常不好，我们渡过了一个让人难以忍受的纪念日.,,com/thread-1368750-1-2.,0,,unlabeled,ChnSentiCorp_htl_all,6020
HTL_S0919,HTL_R06225,浴室也很一般，看起来脏脏的。,没有烧水的壶，只有一部不是很干净的饮水机。,周边环境也不是很好，不像市中心。,4,,unlabeled,ChnSentiCorp_htl_all,6225
HTL_S0920,HTL_R05470,房间地毯非常脏；窗户隔音非常差，外面就是马路，只要有车就很吵；卫生间挂毛巾的地方都没有，除非台板下面；没有免费的饮用水；总台的服务很差，好像是你欠她的。,在临安还算是个不错的酒店，但是现在越来越差了。,不过也有好的方面：最近一次入住长话免费打，虽然我几乎不打；早餐不贵，而且很多健康食品。,1,,unlabeled,ChnSentiCorp_htl_all,5470
HTL_S0921,HTL_R03459,特别喜欢游泳池和健身的地方，交通方便离琶洲展馆比较近，离天河城也近，早餐挺不错的，但他们酒店的其他东西我没有吃过，就不做评论了，总体感觉还是满意的，下次出差还会去住。,,,0,,unlabeled,ChnSentiCorp_htl_all,3459
HTL_S0922,HTL_R00428,"只是宽带还需要收费,这点是否应该改进.",前台服务生的态度也很好.,,2,,unlabeled,ChnSentiCorp_htl_all,428
HTL_S0923,HTL_R01939,其他倒没什么，就是太吵了，隔音不好，希望能改进一下。,,,0,,unlabeled,ChnSentiCorp_htl_all,1939
HTL_S0924,HTL_R02554,"服务态度尚可;房间硬件较老;酒店外部环境不错,空气清新,安静.",,坐落在山坡上.,0,,unlabeled,ChnSentiCorp_htl_all,2554
HTL_S0925,HTL_R06555,不知前面几位朋友怎么评价的，反正我自己入住后感觉实在不好，CHACKIN,,,0,,unlabeled,ChnSentiCorp_htl_all,6555
HTL_S0926,HTL_R03726,硬件设施，前台服务，房间服务都不错，值得表扬。,,早餐种类也还算丰富，6点半就有了，这点不错。,0,,unlabeled,ChnSentiCorp_htl_all,3726
HTL_S0927,HTL_R00790,我们将一如既往地保持5星级的服务标准，欢迎您再次下榻，衷心祝您身体健康，工作顺利!,自助早餐涨价了不少宾馆反馈2008年8月8日：感谢您对本酒店的支持！,,2,,unlabeled,ChnSentiCorp_htl_all,790
HTL_S0928,HTL_R03351,唯一的缺憾就是所在的地点略偏远了一点，附近吃饭不是很方便，要走十多分钟到老街，更适合自驾游者。,设施较新，服务员的态度也不错，带我们看房，还很爽快地按照我们的要求给换了景观较好的房间，热情地解答我们各样的问题，门口的保安也是热情地帮我们找来汽车修理人员，解决我们车子遇到的突发问题。,,1,,unlabeled,ChnSentiCorp_htl_all,3351
HTL_S0929,HTL_R05689,优点也有，就是前台check-in的女孩倒确实很漂亮，呵呵。,酒店内的按摩和足疗的价格就是让你去一次再也不要去第二次，而且会一直鼓动你增加消费项目！！,,3,,unlabeled,ChnSentiCorp_htl_all,5689
HTL_S0930,HTL_R06196,"宾馆反馈2008年4月5日：酒店离市中心,只有三分钟车程,周围有很多吃饭的地方,欢迎到总台咨询.",早餐感觉也没有以前好了。,早餐的品种已调整,2,,unlabeled,ChnSentiCorp_htl_all,6196
HTL_S0931,HTL_R01761,房间设施有点儿陈旧，不过很干净，足够啦。,只是一点儿遗憾，游泳池没有开。,表扬一下前台一位副理。,8,,unlabeled,ChnSentiCorp_htl_all,1761
HTL_S0932,HTL_R02772,宾馆反馈2008年7月2日：您好！,酒店位置不是很好，，但是房间还是可以的，很大。,感谢您的评论，我酒店是位于大连市西部商业中心，毗邻星海广场和星海会展中心，酒店周边环境相对来说差一些，酒店正在努力加以改善，希望我们酒店的周到服务会迎来您的下次光临！,1,,unlabeled,ChnSentiCorp_htl_all,2772
HTL_S0933,HTL_R00664,只不过这种春节价位希望酒店能够实现春节特价周末常态化，这样会吸引大部分旅客！,春节特价入住套房，含早/晚餐，服务非常到位，只是由于酒店有些老，但是设施还算不错！,,1,,unlabeled,ChnSentiCorp_htl_all,664
HTL_S0934,HTL_R05328,"(中13人口中,民只有3.2.不到1/4!!!)看到的民,自好?","我是不抽的人,成二手的受害者!",.,3,,unlabeled,ChnSentiCorp_htl_all,5328
HTL_S0935,HTL_R04130,装修的味道特重，熏的人特难受，临街的房间特吵，吵的无法入睡,,,0,,unlabeled,ChnSentiCorp_htl_all,4130
HTL_S0936,HTL_R07334,"旅馆可能根本没有无烟房,但携程竟然也没事先说一下算是失职.","预订时说希望要无烟房,结果开了房门以后被烟味及各种体臭味搞得一夜未眠.","设施破旧,毛巾都是发黄的.",2,,unlabeled,ChnSentiCorp_htl_all,7334
HTL_S0937,HTL_R06162,"第五,酒店主要面向团队,不喜欢商务客人第六,房间隔音极差,隔","第四,投诉无门,他们不会接受你的投诉更不会有人和你说对不起.",,4,,unlabeled,ChnSentiCorp_htl_all,6162
HTL_S0938,HTL_R00445,"饭店地理位置是非常适合夏天度假的地方,硬件设施差于5星,服务达标,早餐自助餐比较简单,打的比较困难.",,,0,,unlabeled,ChnSentiCorp_htl_all,445
HTL_S0939,HTL_R07542,"酒店周边环境尚可,离火车站5公里左右,算远,房间空气不行,较旧.",,不推荐.,0,,unlabeled,ChnSentiCorp_htl_all,7542
HTL_S0940,HTL_R07373,这是我住过最懒的酒店。。。,,脏！,0,,unlabeled,ChnSentiCorp_htl_all,7373
HTL_S0941,HTL_R07525,"前台的人该好好上上培训课了,永远一张扑克脸,我是顾客又没借你钱,干吗要看你脸色.",,"房间的设施越来越旧,洗手间的毛巾该换了,如果不是因为方便工作以这样的价格绝对不会考虑入住.",0,,unlabeled,ChnSentiCorp_htl_all,7525
HTL_S0942,HTL_R05826,"房间布置是简约型的那种,床和被子都是廉价的感觉,空调极冷而且温度调节不灵,只能睡前关掉,但还是因此感冒,早餐质量非常一般.",,以后不会再去了.,0,,unlabeled,ChnSentiCorp_htl_all,5826
HTL_S0943,HTL_R05924,"卫生间有一股说不清的味道,本来想洗澡,但是看过卫生间后,还是打消了念头!","外观还行,但是里面的环境就没法提了.","早餐只有面包\粥\咸菜\,以及鸽子蛋大小的鸡蛋.",1,,unlabeled,ChnSentiCorp_htl_all,5924
HTL_S0944,HTL_R04660,原本以为会很吵，可以住在17楼，根本就听不到声音。,交通方便，门口就是大连火车站。,费用方面200多元，感到很值。,3,,unlabeled,ChnSentiCorp_htl_all,4660
HTL_S0945,HTL_R07536,服务不错，入住，离店都很快。,家具很陈旧了。,门童用几乎挑衅的眼光目送我们拿着一堆行礼推门入店，到前台办理入住。,7,,unlabeled,ChnSentiCorp_htl_all,7536
HTL_S0946,HTL_R00139,我9号入住行政层（28楼），设施还好，服务不错，但电梯太老了。,,,0,,unlabeled,ChnSentiCorp_htl_all,139
HTL_S0947,HTL_R05994,虽然预定比较方便，但是宾馆的对顾客的关怀不足，房间冷得让人睡不着觉服务人员还说暖和的！！！,,"宾馆反馈2008年5月4日：首先感谢您入住汇宾楼,并给我们提出问题.",0,,unlabeled,ChnSentiCorp_htl_all,5994
HTL_S0948,HTL_R07651,其他没什么，就是房价便宜。,,很老的星级宾馆了，愧对4星的标准了。,0,,unlabeled,ChnSentiCorp_htl_all,7651
